doc_id,entity_text,gold_id
12925238,sphingolipid,CHEBI:26739
12925238,lipid,CHEBI:18059
12925238,lipid,CHEBI:18059
12925238,lipid,CHEBI:18059
12925238,phospholipid,CHEBI:16247
12925238,SDS,CHEBI:8984
12925238,acrylamide,CHEBI:28619
12925238,Ca2+,CHEBI:29108
12925238,ionophore,CHEBI:24869
12925238,acetylcholine,CHEBI:15355
12925238,Ca2+,CHEBI:29108
12925238,ionophore,CHEBI:24869
12925238,acetylcholine,CHEBI:15355
12925238,iodixanol,CHEBI:31705
12925238,lipid,CHEBI:18059
12925238,lipid,CHEBI:18059
12925238,iodixanol,CHEBI:31705
12925238,lipid,CHEBI:18059
12925238,ionic,CHEBI:24870
12925238,sodium chloride,CHEBI:26710
12925238,ion,CHEBI:24870
12925238,NaCl,CHEBI:26710
12925238,solution,CHEBI:75958
12925238,NaCl,CHEBI:26710
12925238,solution,CHEBI:75958
12925238,NaCl,CHEBI:26710
12925238,NaCl,CHEBI:26710
12925238,solution,CHEBI:75958
12925238,ionic,CHEBI:24870
12925238,sodium chloride,CHEBI:26710
12925238,ion,CHEBI:24870
12925238,solution,CHEBI:75958
12925238,ristocetin,CHEBI:85129
12925238,cofactor,CHEBI:23357
12925238,ristocetin,CHEBI:85129
12925238,sphingolipids,CHEBI:26739
12925238,cholesterol,CHEBI:16113
12925238,phospholipids,CHEBI:16247
12925238,cholesterol,CHEBI:16113
12925238,Triton X-100,CHEBI:9750
12925238,sucrose,CHEBI:17992
12925238,surfactant,CHEBI:35195
12925238,surfactant,CHEBI:35195
12925238,phospholipid,CHEBI:16247
12925238,Ca2+,CHEBI:29108
12925238,Ca2+,CHEBI:29108
12925238,Ca2+,CHEBI:29108
12925238,Ca2+,CHEBI:29108
12925238,cholesterol,CHEBI:16113
12925238,cholesterol,CHEBI:16113
12925238,Ca2+,CHEBI:29108
12925238,ionic,CHEBI:24870
12925238,Ca2+,CHEBI:29108
12925238,Ca2+,CHEBI:29108
12925238,Ca2+,CHEBI:29108
12925238,Ca2+,CHEBI:29108
12925238,phospholipid,CHEBI:16247
12925238,Ca2+ ions,CHEBI:29108
12925238,thrombin,CHEBI:9574
12925238,antigen,CHEBI:59132
12925238,Ca2+,CHEBI:29108
12925238,lipid,CHEBI:18059
12925238,Ca2+,CHEBI:29108
12925238,food,CHEBI:33290
12925238,anaesthetic chemicals,CHEBI:38867
12925238,iodixanol,CHEBI:31705
12925238,Hepes,CHEBI:46756
12925238,CaCl2,CHEBI:3312
12925238,sucrose,CHEBI:17992
12925238,iodixanol,CHEBI:31705
12925238,solution,CHEBI:75958
12925238,solution,CHEBI:75958
12925238,iodixanol,CHEBI:31705
12925238,Hepes,CHEBI:46756
12925238,CaCl2,CHEBI:3312
12925238,sucrose,CHEBI:17992
12925238,iodixanol,CHEBI:31705
12925238,solution,CHEBI:75958
12925238,solution,CHEBI:75958
12925238,solution,CHEBI:75958
12925238,iodixanol,CHEBI:31705
12925238,mixture,CHEBI:60004
12925238,iodixanol,CHEBI:31705
12925238,Ca2+,CHEBI:29108
12925238,heparin,CHEBI:28304
12925238,Hepes,CHEBI:46756
12925238,NaCl,CHEBI:26710
12925238,Hepes,CHEBI:46756
12925238,NaCl,CHEBI:26710
12925238,CaCl2,CHEBI:3312
12925238,Ca2+,CHEBI:29108
12925238,ionophore,CHEBI:24869
12925238,solution,CHEBI:75958
12925238,acetylcholine,CHEBI:15355
12925238,Acetylcholine,CHEBI:15355
12925238,Hepes,CHEBI:46756
12925238,NaCl,CHEBI:26710
12925238,Triton X-100,CHEBI:9750
12925238,sodium phosphate,CHEBI:37586
12925238,DTNB,CHEBI:86228
12925238,"5,5'-dithiobis-(2-nitrobenzoic acid",CHEBI:86228
12925238,sodium phosphate,CHEBI:37586
12925238,H2O,CHEBI:15377
12925238,Na2HPO4,CHEBI:34683
12925238,NaH2PO4,CHEBI:37585
12925238,NaCl,CHEBI:26710
12925238,NaCl,CHEBI:26710
12925238,solution,CHEBI:75958
12925238,Hepes,CHEBI:46756
12925238,NaCl,CHEBI:26710
12925238,ristocetin,CHEBI:85129
12925238,solution,CHEBI:75958
12925238,reagent,CHEBI:33893
12925238,SDS,CHEBI:8984
14609438,inhibitors,CHEBI:35222
14609438,oxyanion,CHEBI:35406
14609438,inhibitors,CHEBI:35222
14609438,inhibitors,CHEBI:35222
14609438,water,CHEBI:15377
14609438,inhibitor,CHEBI:35222
14609438,compound,CHEBI:36357
14609438,aldehyde,CHEBI:17478
14609438,inhibitor,CHEBI:35222
14609438,inhibitor,CHEBI:35222
14609438,inhibitor,CHEBI:35222
14609438,disulfide bond,CHEBI:29826
14609438,disulfide,CHEBI:29826
14609438,Side chains,CHEBI:50325
14609438,inhibitor,CHEBI:35222
14609438,inhibitors,CHEBI:35222
14609438,side chain,CHEBI:50325
14609438,oxyanion,CHEBI:35406
14609438,side chains,CHEBI:50325
14609438,solvent,CHEBI:46787
14609438,inhibitor,CHEBI:35222
14609438,inhibitor,CHEBI:35222
14609438,side chains,CHEBI:50325
14609438,inhibitor,CHEBI:35222
14609438,side chain,CHEBI:50325
14609438,side chains,CHEBI:50325
14609438,solvent,CHEBI:46787
14609438,atoms,CHEBI:33250
14609438,side chain,CHEBI:50325
14609438,amine,CHEBI:46882
14609438,groups,CHEBI:24433
14609438,side chain,CHEBI:50325
14609438,inhibitors,CHEBI:35222
14609438,amino group,CHEBI:46882
14609438,side chain,CHEBI:50325
14609438,inhibitors,CHEBI:35222
14609438,aldehyde,CHEBI:17478
14609438,ketone,CHEBI:17087
14609438,inhibitors,CHEBI:35222
14609438,groups,CHEBI:24433
14609438,inhibitors,CHEBI:35222
14609438,group,CHEBI:24433
14609438,inhibitors,CHEBI:35222
14609438,atomic,CHEBI:33250
14609438,atoms,CHEBI:33250
14609438,inhibitor,CHEBI:35222
14609438,inhibitor,CHEBI:35222
14609438,atomic,CHEBI:33250
14609438,side chains,CHEBI:50325
14609438,side chain,CHEBI:50325
14609438,atomic,CHEBI:33250
14609438,salt,CHEBI:24866
14609438,atomic,CHEBI:33250
14609438,inhibitors,CHEBI:35222
14611657,glycoprotein,CHEBI:17089
14611657,agarose,CHEBI:2511
14611657,dye,CHEBI:37958
14611657,fluorescent probe,CHEBI:39442
14611657,digoxigenin,CHEBI:42098
14611657,formamide,CHEBI:16397
14611657,digoxigenin,CHEBI:42098
14723793,ion,CHEBI:24870
14723793,messages,CHEBI:33695
14723793,message,CHEBI:33695
14723793,antigenic,CHEBI:59132
14723793,ion,CHEBI:24870
14723793,ion,CHEBI:24870
14723793,agarose,CHEBI:2511
14723793,32P,CHEBI:37972
14723793,SDS,CHEBI:8984
14723793,SDS,CHEBI:8984
14723793,CO2,CHEBI:16526
14723793,CO2,CHEBI:16526
14723793,cytosine arabinoside,CHEBI:28680
14723793,solution,CHEBI:75958
14723793,Triton X-100,CHEBI:9750
14723793,solution,CHEBI:75958
14723793,solution,CHEBI:75958
14723793,Alex 488,CHEBI:52661
14723793,solution,CHEBI:75958
14723793,solution,CHEBI:75958
14723793,glycerol,CHEBI:17754
14737183,pigmentary,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigmentary,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,eumelanin,CHEBI:24009
14737183,pheomelanin,CHEBI:81393
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pheomelanin,CHEBI:81393
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,melanin,CHEBI:25179
14737183,DOPA,CHEBI:49168
14737183,DOPA,CHEBI:49168
14737183,melanin,CHEBI:25179
14737183,Melanin,CHEBI:25179
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,melanin,CHEBI:25179
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,eumelanic,CHEBI:24009
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,eumelanin,CHEBI:24009
14737183,pheomelanin,CHEBI:81393
14737183,mannose-6-phosphate,CHEBI:17369
14737183,pigmentary,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,Pigment,CHEBI:26130
14737183,X-Gal,CHEBI:75055
14737183,X-Gal,CHEBI:75055
14737183,pheomelanin,CHEBI:81393
14737183,eumelanin,CHEBI:24009
14737183,pigmentary,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigment,CHEBI:26130
14737183,pigmentary,CHEBI:26130
14737183,sodium bicarbonate,CHEBI:32139
14737183,hematoxylin,CHEBI:51686
14737183,DOPA,CHEBI:49168
14737183,sodium bromide,CHEBI:63004
14737183,L-DOPA,CHEBI:15765
14737183,sodium phosphate,CHEBI:37586
14737183,solution,CHEBI:75958
14737183,fixative,CHEBI:50913
14737183,hydroxysteroid,CHEBI:35350
14737183,hydroacid,CHEBI:24669
14737183,digoxigenin,CHEBI:42098
14737183,solution,CHEBI:75958
14737183,mannose-6-phosphate,CHEBI:17369
14737183,melanin,CHEBI:25179
14737183,DOPA,CHEBI:49168
14737183,DOPA,CHEBI:49168
14737183,X-Gal,CHEBI:75055
14737183,X-Gal,CHEBI:75055
14737183,reagents,CHEBI:33893
15005800,squalene,CHEBI:15440
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,surfactant,CHEBI:35195
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,sterol,CHEBI:15889
15005800,Cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,sterols,CHEBI:15889
15005800,phytosterols,CHEBI:26125
15005800,ergosterol,CHEBI:16933
15005800,cholesterol,CHEBI:16113
15005800,sterols,CHEBI:15889
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,7-dehydrocholesterol,CHEBI:17759
15005800,cholesterol,CHEBI:16113
15005800,squalene,CHEBI:15440
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,7-dehydrocholesterol,CHEBI:17759
15005800,7DHC,CHEBI:17759
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,inhibitors,CHEBI:35222
15005800,sterol,CHEBI:15889
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,H,CHEBI:51686
15005800,cholesterol,CHEBI:16113
15005800,BrdU,CHEBI:472552
15005800,BrdU,CHEBI:472552
15005800,BrdU,CHEBI:472552
15005800,BrdU,CHEBI:472552
15005800,BrdU,CHEBI:472552
15005800,BrdU,CHEBI:472552
15005800,BrdU,CHEBI:472552
15005800,Sterol,CHEBI:15889
15005800,7-DHC,CHEBI:17759
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,sterols,CHEBI:15889
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,7-DHC,CHEBI:17759
15005800,sterols,CHEBI:15889
15005800,Sterol,CHEBI:15889
15005800,Sterol,CHEBI:15889
15005800,cholesterol,CHEBI:16113
15005800,7DHC,CHEBI:17759
15005800,sterols,CHEBI:15889
15005800,cholesterol,CHEBI:16113
15005800,sterols,CHEBI:15889
15005800,7DHC,CHEBI:17759
15005800,Cholesterol,CHEBI:16113
15005800,steroid hormone,CHEBI:26764
15005800,Steroids,CHEBI:35341
15005800,corticosteroids,CHEBI:50858
15005800,surfactant,CHEBI:35195
15005800,corticosterone,CHEBI:16827
15005800,corticosterone,CHEBI:16827
15005800,corticosterone,CHEBI:16827
15005800,corticosterone,CHEBI:16827
15005800,corticosterone,CHEBI:16827
15005800,surfactant,CHEBI:35195
15005800,Surfactant,CHEBI:35195
15005800,surfactant,CHEBI:35195
15005800,Surfactant,CHEBI:35195
15005800,surfactant,CHEBI:35195
15005800,surfactant,CHEBI:35195
15005800,cholesterol,CHEBI:16113
15005800,molecule,CHEBI:36357
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,lipid,CHEBI:18059
15005800,cholesterol,CHEBI:16113
15005800,lipid,CHEBI:18059
15005800,cholesterol,CHEBI:16113
15005800,squalene,CHEBI:15440
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,surfactants,CHEBI:35195
15005800,surfactant,CHEBI:35195
15005800,cholesterol,CHEBI:16113
15005800,7-DHC,CHEBI:17759
15005800,cholesterol,CHEBI:16113
15005800,Cholesterol,CHEBI:16113
15005800,sterols,CHEBI:15889
15005800,cholesterol,CHEBI:16113
15005800,7DHC,CHEBI:17759
15005800,cholesterol,CHEBI:16113
15005800,sterols,CHEBI:15889
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,sterols,CHEBI:15889
15005800,cholesterol,CHEBI:16113
15005800,desmosterol,CHEBI:17737
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,7DHC,CHEBI:17759
15005800,sterol,CHEBI:15889
15005800,lipid,CHEBI:18059
15005800,cyclodextrin,CHEBI:23456
15005800,sterol,CHEBI:15889
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,Cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,cholesterol,CHEBI:16113
15005800,sterol,CHEBI:15889
15005800,corticosterone,CHEBI:16827
15005800,fixative,CHEBI:50913
15005800,methanol,CHEBI:17790
15005800,acetone,CHEBI:15347
15005800,acetic acid,CHEBI:15366
15005800,water,CHEBI:15377
15005800,ethanol,CHEBI:16236
15005800,toluene,CHEBI:17578
15005800,xylene,CHEBI:27338
15005800,ethanol,CHEBI:16236
15005800,sodium citrate,CHEBI:53258
15005800,hydrogen peroxide,CHEBI:16240
15005800,antigen,CHEBI:59132
15005800,bromodeoxyuridine,CHEBI:472552
15005800,BrdU,CHEBI:472552
15005800,histone,CHEBI:15358
15005800,BrdU,CHEBI:472552
15005800,BrdU,CHEBI:472552
15005800,BrdU,CHEBI:472552
15005800,Cy2,CHEBI:52302
15005800,Fluorescein,CHEBI:31624
15005800,Tris,CHEBI:9754
15005800,NaCl,CHEBI:26710
15005800,Triton X-100,CHEBI:9750
15005800,DTT,CHEBI:18320
15005800,PMSF,CHEBI:8102
15005800,leupeptin,CHEBI:6426
15005800,pepstatin A,CHEBI:7989
15005800,reagent,CHEBI:33893
15005800,SDS,CHEBI:8984
15005800,nitrocellulose,CHEBI:53325
15005800,sterols,CHEBI:15889
15040800,cholesterol,CHEBI:16113
15040800,sterol,CHEBI:15889
15040800,sterol,CHEBI:15889
15040800,sterol,CHEBI:15889
15040800,sterol,CHEBI:15889
15040800,sterol,CHEBI:15889
15040800,sitosterol,CHEBI:27693
15040800,campesterol,CHEBI:28623
15040800,cholesterol,CHEBI:16113
15040800,sitosterol,CHEBI:27693
15040800,sterol,CHEBI:15889
15040800,sterol,CHEBI:15889
15040800,cholesterol,CHEBI:16113
15040800,sitosterol,CHEBI:27693
15040800,sitosterol,CHEBI:27693
15040800,cholesterol,CHEBI:16113
15040800,cholesterol,CHEBI:16113
15040800,cholesterol,CHEBI:16113
15040800,cholesterol,CHEBI:16113
15040800,cholesterol,CHEBI:16113
15040800,sterols,CHEBI:15889
15040800,sterols,CHEBI:15889
15040800,cholesterol,CHEBI:16113
15040800,cholesterol,CHEBI:16113
15040800,sterols,CHEBI:15889
15040800,cholesterol,CHEBI:16113
15040800,cholesterol,CHEBI:16113
15040800,sterols,CHEBI:15889
15040800,cholesterol,CHEBI:16113
15040800,cholesterol,CHEBI:16113
15040800,cholesterol,CHEBI:16113
15040800,sterols,CHEBI:15889
15040800,sterol,CHEBI:15889
15040800,sterol,CHEBI:15889
15040800,sitosterol,CHEBI:27693
15040800,campesterol,CHEBI:28623
15040800,stigmasterol,CHEBI:28824
15040800,metabolites,CHEBI:25212
15040800,cholesterol,CHEBI:16113
15040800,sterols,CHEBI:15889
15040800,sterol,CHEBI:15889
15040800,sterols,CHEBI:15889
15040800,sitosterol,CHEBI:27693
15040800,cholesterol,CHEBI:16113
15040800,sitosterol,CHEBI:27693
15040800,sterol,CHEBI:15889
15040800,sterol,CHEBI:15889
15040800,LXR agonists,CHEBI:86029
15040800,cholesterol,CHEBI:16113
15040800,cholesterol,CHEBI:16113
15040800,sterols,CHEBI:15889
15040800,sterols,CHEBI:15889
15040800,sterols,CHEBI:15889
15040800,sterol,CHEBI:15889
15040800,cholesterol,CHEBI:16113
15040800,sitosterol,CHEBI:27693
15040800,neomycin,CHEBI:7507
15040800,G418,CHEBI:42768
15040800,chow,CHEBI:33290
15040800,cholesterol,CHEBI:16113
15040800,campesterol,CHEBI:28623
15040800,sitosterol,CHEBI:27693
15040800,water,CHEBI:15377
15040800,Tris,CHEBI:9754
15040800,HCl,CHEBI:17883
15040800,NaCl,CHEBI:26710
15040800,SDS,CHEBI:8984
15040800,NaCl,CHEBI:26710
15040800,solution,CHEBI:75958
15040800,solution,CHEBI:75958
15040800,EtOH,CHEBI:16236
15040800,EtOH,CHEBI:16236
15040800,MgCl2,CHEBI:6636
15040800,(NH4)2SO4,CHEBI:62946
15040800,Tris,CHEBI:9754
15040800,HCl,CHEBI:17883
15040800,water,CHEBI:15377
15040800,agarose,CHEBI:2511
15040800,nylon,CHEBI:25614
15040800,32P,CHEBI:37972
15040800,nt,CHEBI:25613
15040800,SYBR Green,CHEBI:51461
15040800,mix,CHEBI:60004
15040800,message,CHEBI:33695
15040800,lipid,CHEBI:18059
15040800,isoflurane,CHEBI:6015
15040800,Sterol,CHEBI:15889
15040800,chow,CHEBI:33290
15040800,isofluorane,CHEBI:6015
15040800,NaOH,CHEBI:32145
15040800,water,CHEBI:15377
15040800,sterols,CHEBI:15889
15040800,ethyl acetate,CHEBI:27750
15040800,5α-cholestane,CHEBI:35515
15040800,sterol,CHEBI:15889
15040800,sterol,CHEBI:15889
15040800,hexane,CHEBI:29021
15040800,sterols,CHEBI:15889
15040800,Tris,CHEBI:9754
15040800,sucrose,CHEBI:17992
15040800,SDS,CHEBI:8984
15040800,acrylamide,CHEBI:28619
15040800,SDS,CHEBI:8984
15040800,nitrocellulose,CHEBI:53325
15040800,Tween 20,CHEBI:53424
15040800,T,CHEBI:53424
15040800,T,CHEBI:53424
15040800,Tris,CHEBI:9754
15040800,Tween-20,CHEBI:53424
15040800,NaCl,CHEBI:26710
15040800,T,CHEBI:53424
15040800,T,CHEBI:53424
15040800,NaCl,CHEBI:26710
15040800,Reagent,CHEBI:33893
15040800,hematoxylin,CHEBI:51686
15040800,methanol,CHEBI:17790
15040800,acetone,CHEBI:15347
15040800,solution,CHEBI:75958
15040800,Tween-20,CHEBI:53424
15040800,Tween,CHEBI:53422
15040800,Tween,CHEBI:53422
15040800,Alexa 488,CHEBI:52661
15040800,Dapi,CHEBI:51231
15040800,solution,CHEBI:75958
15040800,Dapi,CHEBI:51231
15040800,reagent,CHEBI:33893
15040800,CO2,CHEBI:16526
15040800,penicillin,CHEBI:17334
15040800,streptomycin,CHEBI:17076
15040800,reagent,CHEBI:33893
15040800,mixture,CHEBI:60004
15040800,mixture,CHEBI:60004
15040800,acetone,CHEBI:15347
15040800,methanol,CHEBI:17790
15040800,lipid,CHEBI:18059
15040800,fentanyl,CHEBI:119915
15040800,Diazepam,CHEBI:49575
15040800,bile salt,CHEBI:22868
15040800,sterol,CHEBI:15889
15040800,phospholipid,CHEBI:16247
15040800,lipid,CHEBI:18059
15040800,bile salt,CHEBI:22868
15040800,bile salt,CHEBI:22868
15040800,lipid,CHEBI:18059
15040800,Sterol,CHEBI:15889
15040800,HMG-CoA,CHEBI:11814
15040800,cholesterol,CHEBI:16113
15040800,sucrose,CHEBI:17992
15040800,Tris,CHEBI:9754
15040800,disodium EDTA,CHEBI:64734
15040800,DTT,CHEBI:18320
15040800,dipotassium phosphate,CHEBI:32031
15040800,KCl,CHEBI:32588
15040800,DTT,CHEBI:18320
15040800,disodium EDTA,CHEBI:64734
15040800,glycerol,CHEBI:17754
15040800,cholesterol,CHEBI:16113
15040800,mixture,CHEBI:60004
15040800,K2HPO4,CHEBI:32031
15040800,DTT,CHEBI:18320
15040800,nicotinamide,CHEBI:17154
15040800,14C,CHEBI:36927
15040800,cholesterol,CHEBI:16113
15040800,β-cyclodextrin,CHEBI:495055
15040800,NADP+,CHEBI:18009
15040800,glucose-6-phosphate,CHEBI:14314
15040800,glucose-6-phosphate,CHEBI:14314
15040800,KOH,CHEBI:32035
15040800,hydroxytoluene,CHEBI:24751
15040800,ethanolic,CHEBI:16236
15040800,potassium hydroxide,CHEBI:32035
15040800,3H,CHEBI:29238
15040800,7α-hydroxycholesterol,CHEBI:17500
15040800,sterols,CHEBI:15889
15040800,n-hexane,CHEBI:29021
15040800,n-hexane,CHEBI:29021
15040800,2-propanol,CHEBI:17824
15040800,silica,CHEBI:30563
15040800,n-hexane,CHEBI:29021
15040800,2-propanol,CHEBI:17824
15040800,7α-hydroxycholesterol,CHEBI:17500
15040800,n-hexane,CHEBI:29021
15040800,2-propanol,CHEBI:17824
15040800,silica,CHEBI:30563
15040800,Silica,CHEBI:30563
15040800,diethyl ether,CHEBI:35702
15040800,HMG-CoA,CHEBI:11814
15040800,message,CHEBI:33695
15040800,Sterol,CHEBI:15889
