doc_id,entity_text,gold_id,exact_curie,exact_label,exact_score,exact_match_type,biosyn_curie,biosyn_label,biosyn_score,biosyn_match_type,rag_curie,rag_label,rag_score,rag_match_type
11897010,mucopolysaccharide,CHEBI:37395,CHEBI:37395,mucopolysaccharide,1.0,exact_pref,CHEBI:37395,mucopolysaccharide,1.0,exact_pref,CHEBI:37395,mucopolysaccharide,1.0,exact_pref
11897010,electron,CHEBI:10545,CHEBI:10545,electron,1.0,exact_pref,CHEBI:10545,electron,1.0,exact_pref,CHEBI:10545,electron,1.0,exact_pref
11897010,cation,CHEBI:36916,CHEBI:36916,cation,1.0,exact_pref,CHEBI:36916,cation,1.0,exact_pref,CHEBI:36916,cation,1.0,exact_pref
11897010,message,CHEBI:33695,,,0.0,NIL,CHEBI:6783,Messagenin,0.8304,dense_nn,CHEBI:33280,molecular messenger,0.8262,rag_selected
11897010,message,CHEBI:33695,,,0.0,NIL,CHEBI:6783,Messagenin,0.8304,dense_nn,CHEBI:33280,molecular messenger,0.8262,rag_selected
11897010,cation,CHEBI:36916,CHEBI:36916,cation,1.0,exact_pref,CHEBI:36916,cation,1.0,exact_pref,CHEBI:36916,cation,1.0,exact_pref
11897010,glycoprotein,CHEBI:17089,CHEBI:17089,glycoprotein,1.0,exact_pref,CHEBI:17089,glycoprotein,1.0,exact_pref,CHEBI:17089,glycoprotein,1.0,exact_pref
11897010,agarose,CHEBI:2511,CHEBI:2511,agarose,1.0,exact_pref,CHEBI:2511,agarose,1.0,exact_pref,CHEBI:2511,agarose,1.0,exact_pref
11897010,32P,CHEBI:37972,,,0.0,NIL,CHEBI:37972,phosphorus-32 atom,0.8647,dense_nn,CHEBI:37972,phosphorus-32 atom,0.8647,rag_selected
11897010,32P,CHEBI:37972,,,0.0,NIL,CHEBI:37972,phosphorus-32 atom,0.8647,dense_nn,CHEBI:37972,phosphorus-32 atom,0.8647,rag_selected
12079497,chromogenic,CHEBI:75050,,,0.0,NIL,CHEBI:75050,chromogenic compound,0.9607,dense_nn,CHEBI:75050,chromogenic compound,0.9607,rag_selected
12079497,chromogenic,CHEBI:75050,,,0.0,NIL,CHEBI:75050,chromogenic compound,0.9607,dense_nn,CHEBI:75050,chromogenic compound,0.9607,rag_selected
12079497,globin,CHEBI:5386,CHEBI:5386,globin,1.0,exact_pref,CHEBI:5386,globin,1.0,exact_pref,CHEBI:5386,globin,1.0,exact_pref
12079497,drug,CHEBI:23888,CHEBI:23888,drug,1.0,exact_pref,CHEBI:23888,drug,1.0,exact_pref,CHEBI:23888,drug,1.0,exact_pref
12079497,drug,CHEBI:23888,CHEBI:23888,drug,1.0,exact_pref,CHEBI:23888,drug,1.0,exact_pref,CHEBI:23888,drug,1.0,exact_pref
12546709,electron,CHEBI:10545,CHEBI:10545,electron,1.0,exact_pref,CHEBI:10545,electron,1.0,exact_pref,CHEBI:10545,electron,1.0,exact_pref
12546709,solution,CHEBI:75958,CHEBI:75958,solution,1.0,exact_pref,CHEBI:75958,solution,1.0,exact_pref,CHEBI:75958,solution,1.0,exact_pref
12546709,electron,CHEBI:10545,CHEBI:10545,electron,1.0,exact_pref,CHEBI:10545,electron,1.0,exact_pref,CHEBI:10545,electron,1.0,exact_pref
12546709,fixative,CHEBI:50913,CHEBI:50913,fixative,1.0,exact_pref,CHEBI:50913,fixative,1.0,exact_pref,CHEBI:50913,fixative,1.0,exact_pref
12546709,glutaraldehyde,CHEBI:64276,CHEBI:64276,glutaraldehyde,1.0,exact_pref,CHEBI:64276,glutaraldehyde,1.0,exact_pref,CHEBI:64276,glutaraldehyde,1.0,exact_pref
12546709,sodium cacodylate,CHEBI:62956,CHEBI:62956,sodium dimethylarsinate,1.0,exact_syn,CHEBI:62956,sodium dimethylarsinate,1.0,exact_syn,CHEBI:62956,sodium dimethylarsinate,1.0,exact_syn
12546709,glutaraldehyde,CHEBI:64276,CHEBI:64276,glutaraldehyde,1.0,exact_pref,CHEBI:64276,glutaraldehyde,1.0,exact_pref,CHEBI:64276,glutaraldehyde,1.0,exact_pref
12546709,sodium cacodylate,CHEBI:62956,CHEBI:62956,sodium dimethylarsinate,1.0,exact_syn,CHEBI:62956,sodium dimethylarsinate,1.0,exact_syn,CHEBI:62956,sodium dimethylarsinate,1.0,exact_syn
12546709,Tris,CHEBI:9754,CHEBI:9754,tris,1.0,exact_pref,CHEBI:9754,tris,1.0,exact_pref,CHEBI:9754,tris,1.0,exact_pref
12546709,Tris,CHEBI:9754,CHEBI:9754,tris,1.0,exact_pref,CHEBI:9754,tris,1.0,exact_pref,CHEBI:9754,tris,1.0,exact_pref
12546709,NaCl,CHEBI:26710,CHEBI:26710,sodium chloride,1.0,exact_syn,CHEBI:26710,sodium chloride,1.0,exact_syn,CHEBI:26710,sodium chloride,1.0,exact_syn
12546709,lipid,CHEBI:18059,CHEBI:18059,lipid,1.0,exact_pref,CHEBI:18059,lipid,1.0,exact_pref,CHEBI:18059,lipid,1.0,exact_pref
12546709,"1,1'-dioctadecyl-3,3,3',3'-tetramethylindocarbocyanine perchlorate",CHEBI:52029,CHEBI:52818,dilC18(3)(1+),1.0,prefix_truncated,CHEBI:52818,dilC18(3)(1+),1.0,prefix_truncated,CHEBI:52818,dilC18(3)(1+),1.0,prefix_truncated
12546709,DiI,CHEBI:52029,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn
12546709,DiIC18,CHEBI:52029,,,0.0,NIL,CHEBI:52820,diIC18(7)(1+),0.8678,dense_nn,CHEBI:52033,diIC18(7) dye,0.8677,rag_selected
12546709,Tris,CHEBI:9754,CHEBI:9754,tris,1.0,exact_pref,CHEBI:9754,tris,1.0,exact_pref,CHEBI:9754,tris,1.0,exact_pref
12546709,DiI,CHEBI:52029,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn
12546709,electron,CHEBI:10545,CHEBI:10545,electron,1.0,exact_pref,CHEBI:10545,electron,1.0,exact_pref,CHEBI:10545,electron,1.0,exact_pref
12546709,glutaraldehyde,CHEBI:64276,CHEBI:64276,glutaraldehyde,1.0,exact_pref,CHEBI:64276,glutaraldehyde,1.0,exact_pref,CHEBI:64276,glutaraldehyde,1.0,exact_pref
12546709,sodium cacodylate,CHEBI:62956,CHEBI:62956,sodium dimethylarsinate,1.0,exact_syn,CHEBI:62956,sodium dimethylarsinate,1.0,exact_syn,CHEBI:62956,sodium dimethylarsinate,1.0,exact_syn
12546709,water,CHEBI:15377,CHEBI:15377,water,1.0,exact_pref,CHEBI:15377,water,1.0,exact_pref,CHEBI:15377,water,1.0,exact_pref
12546709,aqueous,CHEBI:15377,,,0.0,NIL,CHEBI:73788,Ala-Gln,0.8863,dense_nn,CHEBI:15377,water,0.8528,rag_selected
12546709,ethanol,CHEBI:16236,CHEBI:16236,ethanol,1.0,exact_pref,CHEBI:16236,ethanol,1.0,exact_pref,CHEBI:16236,ethanol,1.0,exact_pref
12546709,ethanol,CHEBI:16236,CHEBI:16236,ethanol,1.0,exact_pref,CHEBI:16236,ethanol,1.0,exact_pref,CHEBI:16236,ethanol,1.0,exact_pref
12546709,carbon dioxide,CHEBI:16526,CHEBI:16526,carbon dioxide,1.0,exact_pref,CHEBI:16526,carbon dioxide,1.0,exact_pref,CHEBI:16526,carbon dioxide,1.0,exact_pref
12546709,electron,CHEBI:10545,CHEBI:10545,electron,1.0,exact_pref,CHEBI:10545,electron,1.0,exact_pref,CHEBI:10545,electron,1.0,exact_pref
12546709,DiI,CHEBI:52029,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn
12546709,DiI,CHEBI:52029,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn
12546709,DiI,CHEBI:52029,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn
12546709,DiI,CHEBI:52029,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn
12546709,lipid,CHEBI:18059,CHEBI:18059,lipid,1.0,exact_pref,CHEBI:18059,lipid,1.0,exact_pref,CHEBI:18059,lipid,1.0,exact_pref
12546709,electron,CHEBI:10545,CHEBI:10545,electron,1.0,exact_pref,CHEBI:10545,electron,1.0,exact_pref,CHEBI:10545,electron,1.0,exact_pref
12546709,aqueous,CHEBI:15377,,,0.0,NIL,CHEBI:73788,Ala-Gln,0.8863,dense_nn,CHEBI:15377,water,0.8528,rag_selected
12546709,electron,CHEBI:10545,CHEBI:10545,electron,1.0,exact_pref,CHEBI:10545,electron,1.0,exact_pref,CHEBI:10545,electron,1.0,exact_pref
12585968,DiI,CHEBI:52029,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn
12585968,DiI,CHEBI:52029,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn
12585968,DiI,CHEBI:52029,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn
12585968,DiI,CHEBI:52029,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn
12585968,DiI,CHEBI:52029,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn
12585968,DiA,CHEBI:52024,CHEBI:52024,4-(4-dihexadecylaminostyryl)-N-methylpyridium iodide,1.0,exact_syn,CHEBI:52024,4-(4-dihexadecylaminostyryl)-N-methylpyridium iodide,1.0,exact_syn,CHEBI:52024,4-(4-dihexadecylaminostyryl)-N-methylpyridium iodide,1.0,exact_syn
12585968,DiI,CHEBI:52029,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn
12585968,DiA,CHEBI:52024,CHEBI:52024,4-(4-dihexadecylaminostyryl)-N-methylpyridium iodide,1.0,exact_syn,CHEBI:52024,4-(4-dihexadecylaminostyryl)-N-methylpyridium iodide,1.0,exact_syn,CHEBI:52024,4-(4-dihexadecylaminostyryl)-N-methylpyridium iodide,1.0,exact_syn
12585968,DiI,CHEBI:52029,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn
12585968,DiI,CHEBI:52029,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn
12585968,pentobarbital,CHEBI:7983,CHEBI:7983,pentobarbital,1.0,exact_pref,CHEBI:7983,pentobarbital,1.0,exact_pref,CHEBI:7983,pentobarbital,1.0,exact_pref
12585968,fixative,CHEBI:50913,CHEBI:50913,fixative,1.0,exact_pref,CHEBI:50913,fixative,1.0,exact_pref,CHEBI:50913,fixative,1.0,exact_pref
12585968,DiI,CHEBI:52029,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn
12585968,DiI,CHEBI:52029,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn
12585968,dye,CHEBI:37958,CHEBI:37958,dye,1.0,exact_pref,CHEBI:37958,dye,1.0,exact_pref,CHEBI:37958,dye,1.0,exact_pref
12585968,DiI,CHEBI:52029,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn
12585968,H2O2,CHEBI:16240,CHEBI:16240,hydrogen peroxide,1.0,exact_syn,CHEBI:16240,hydrogen peroxide,1.0,exact_syn,CHEBI:16240,hydrogen peroxide,1.0,exact_syn
12585968,DiI,CHEBI:52029,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn,CHEBI:52029,dilC18(3) dye,1.0,exact_syn
12585968,DiA,CHEBI:52024,CHEBI:52024,4-(4-dihexadecylaminostyryl)-N-methylpyridium iodide,1.0,exact_syn,CHEBI:52024,4-(4-dihexadecylaminostyryl)-N-methylpyridium iodide,1.0,exact_syn,CHEBI:52024,4-(4-dihexadecylaminostyryl)-N-methylpyridium iodide,1.0,exact_syn
12585968,gelatin,CHEBI:5291,CHEBI:5291,gelatin,1.0,exact_pref,CHEBI:5291,gelatin,1.0,exact_pref,CHEBI:5291,gelatin,1.0,exact_pref
12585968,Cresyl Violet,CHEBI:52815,CHEBI:52815,cresyl violet,1.0,exact_pref,CHEBI:52815,cresyl violet,1.0,exact_pref,CHEBI:52815,cresyl violet,1.0,exact_pref
12925238,Ca2+,CHEBI:29108,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn
12925238,phospholipid,CHEBI:16247,CHEBI:16247,phospholipid,1.0,exact_pref,CHEBI:16247,phospholipid,1.0,exact_pref,CHEBI:16247,phospholipid,1.0,exact_pref
12925238,Ca2+,CHEBI:29108,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn
12925238,Ca2+,CHEBI:29108,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn
12925238,Ca2+,CHEBI:29108,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn
12925238,phospholipid,CHEBI:16247,CHEBI:16247,phospholipid,1.0,exact_pref,CHEBI:16247,phospholipid,1.0,exact_pref,CHEBI:16247,phospholipid,1.0,exact_pref
12925238,phospholipid,CHEBI:16247,CHEBI:16247,phospholipid,1.0,exact_pref,CHEBI:16247,phospholipid,1.0,exact_pref,CHEBI:16247,phospholipid,1.0,exact_pref
12925238,Ca2+,CHEBI:29108,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn
12925238,catecholamines,CHEBI:33567,CHEBI:33567,catecholamine,1.0,exact_syn,CHEBI:33567,catecholamine,1.0,exact_syn,CHEBI:33567,catecholamine,1.0,exact_syn
12925238,Ca2+,CHEBI:29108,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn
12925238,phospholipid,CHEBI:16247,CHEBI:16247,phospholipid,1.0,exact_pref,CHEBI:16247,phospholipid,1.0,exact_pref,CHEBI:16247,phospholipid,1.0,exact_pref
12925238,negatively charged phospholipids,CHEBI:62643,,,0.0,NIL,CHEBI:62643,anionic phospholipid,0.8774,dense_nn,CHEBI:62643,anionic phospholipid,0.8774,rag_selected
12925238,Ca2+ ions,CHEBI:29108,CHEBI:29108,calcium(2+),1.0,prefix_truncated,CHEBI:29108,calcium(2+),1.0,prefix_truncated,CHEBI:29108,calcium(2+),1.0,prefix_truncated
12925238,Ca2+,CHEBI:29108,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn
12925238,Ca2+,CHEBI:29108,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn
12925238,lipid,CHEBI:18059,CHEBI:18059,lipid,1.0,exact_pref,CHEBI:18059,lipid,1.0,exact_pref,CHEBI:18059,lipid,1.0,exact_pref
12925238,Lipid,CHEBI:18059,CHEBI:18059,lipid,1.0,exact_pref,CHEBI:18059,lipid,1.0,exact_pref,CHEBI:18059,lipid,1.0,exact_pref
12925238,Ca2+,CHEBI:29108,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn
12925238,Ca2+,CHEBI:29108,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn
12925238,ryanodine,CHEBI:8925,CHEBI:8925,ryanodine,1.0,exact_pref,CHEBI:8925,ryanodine,1.0,exact_pref,CHEBI:8925,ryanodine,1.0,exact_pref
12925238,ryanodine,CHEBI:8925,CHEBI:8925,ryanodine,1.0,exact_pref,CHEBI:8925,ryanodine,1.0,exact_pref,CHEBI:8925,ryanodine,1.0,exact_pref
12925238,Ca2+,CHEBI:29108,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn
12925238,Ca2+,CHEBI:29108,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn
12925238,molecules,CHEBI:36357,CHEBI:25367,molecule,1.0,exact_syn,CHEBI:25367,molecule,1.0,exact_syn,CHEBI:25367,molecule,1.0,exact_syn
12925238,molecule,CHEBI:36357,CHEBI:25367,molecule,1.0,exact_pref,CHEBI:25367,molecule,1.0,exact_pref,CHEBI:25367,molecule,1.0,exact_pref
12925238,Ca2+,CHEBI:29108,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn
12925238,Ca2+,CHEBI:29108,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn,CHEBI:29108,calcium(2+),1.0,exact_syn
